sample_id,degree,train_error,test_error,train_r2,test_r2,error_difference
29,1,258725.23919033265,1677364.55094654,0.8534388602408826,0.4368343728888052,-1418639.3117562074
29,2,143846.94679009693,1037640.3211261873,0.9185144343149438,0.6516181519198474,-893793.3743360904
29,3,6346.659760083716,2472029.065881838,0.9964047818024553,0.17003027258514136,-2465682.4061217546
29,4,5497.894756620081,2330059.718216087,0.9968855851700918,0.21769567523338063,-2324561.823459467
29,5,4094.9280342121624,371469.5847347339,0.9976803294421377,0.8752811954194333,-367374.65670052177
29,6,3561.415341240127,10657110.670869987,0.9979825505497599,-2.5780644170446556,-10653549.255528748
29,7,3227.0819508051727,124459562.39031185,0.9981719417468269,-40.786591629095874,-124456335.30836105
29,8,3103.617747547831,1717826918.7520788,0.9982418810167855,-575.7506374339367,-1717823815.1343312
29,9,2960.991075775145,32118724599.34947,0.9983226753283125,-10782.679475518436,-32118721638.35839
29,10,2916.685691800611,804320335017.8042,0.9983477731795817,-270044.98708907893,-804320332101.1185
