sample_id,degree,train_error,test_error,train_r2,test_r2,error_difference
4,3,12407.357178651777,3913865.0148656154,0.991378279844382,-0.31405796329817015,-3901457.6576869637
4,4,11416.98693826448,6271455.793306811,0.9920664759638395,-1.1056056852666436,-6260038.806368547
4,5,6132.315391588456,18932226.822242264,0.9957387293320422,-5.356387694578899,-18926094.506850675
4,6,5649.909708846135,218926236.73148397,0.9960739471176026,-72.50324133797051,-218920586.8217751
4,7,4915.514207438357,2639315845.9938793,0.9965842695340135,-885.1353143029606,-2639310930.479672
4,8,4867.170993277725,5706036776.439741,0.9966178626399356,-1914.7694597217253,-5706031909.268748
4,9,4776.729724836349,782094730616.799,0.9966807091668626,-262582.86656593194,-782094725840.0692
4,10,1774.0697139273766,654923900978849.2,0.9987672207392919,-219886981.3478336,-654923900977075.1
5,1,178716.3947393683,1649798.6094478152,0.8671931639263478,0.44608948128028725,-1471082.214708447
5,2,104592.35139581263,1143609.6170708581,0.9222758533897302,0.6160395622974926,-1039017.2656750455
5,3,97044.95516199539,1168911.0536514213,0.9278844368432474,0.6075447485787537,-1071866.0984894258
5,4,23025.45484328307,2969454.7968222513,0.9828894388153212,0.0030224068542109572,-2946429.341978968
5,5,8705.559884242786,294443.5939461216,0.9935307677498638,0.9011422346203938,-285738.0340618788
5,6,8604.41668540359,1210771.5188897706,0.9936059287794257,0.5934903349786701,-1202167.102204367
5,7,8087.1567420948995,46912259.12641907,0.9939903124091349,-14.750524723575541,-46904171.96967697
5,8,8052.987864362318,12340052.393306406,0.9940157038151695,-3.14310254782706,-12331999.405442044
5,9,7404.089320625656,18175660165.97946,0.9944979100652012,-6101.37473407772,-18175652761.89014
5,10,3541.67697513151,4527019586874.431,0.9973681266671249,-1519920.1305307094,-4527019583332.754
6,1,526820.965814938,1771539.5985309305,0.8769866113761464,0.4052156352082208,-1244718.6327159926
6,2,241428.92097605727,1134234.4390307467,0.943626029318852,0.6191872251101228,-892805.5180546894
6,3,240754.6659347398,1159060.2640245173,0.9437834687580757,0.6108520952820362,-918305.5980897774
6,4,116540.55259334855,2366548.8304339526,0.9727876276441887,0.20544466292165098,-2250008.277840604
6,5,6595.782765288934,15955.586512165763,0.9984598760466378,0.9946430023938564,-9359.803746876829
6,6,4877.267152352495,170376.3993608427,0.9988611517032041,0.9427970909860641,-165499.13220849022
6,7,4852.775427486157,74645.64617008898,0.9988668705531827,0.9749381479936627,-69792.87074260283
6,8,3251.413389440403,13283121.598225636,0.9992407906958803,-3.4597326804347217,-13279870.184836196
6,9,2993.161851419608,95149739.56663465,0.9993010927697739,-30.945984981185227,-95146746.40478323
