,gram_count,document_count,Average_freq,maha_dist,mad_z_gram_count,mad_z_document_count,mad_z_Average_freq
68,10,3,3.3333333333333335,0.5099032887135141,6.0705,1.349,1.5738333333333334
spectral,8,1,8.0,1.6177985932376384,4.7215,0.0,4.7215
pixels,15,1,15.0,3.433673162565237,9.443,0.0,9.443
nevertheless,9,2,4.5,0.5727122384228868,5.396,0.6745,2.36075
map,30,1,30.0,7.370233093979498,19.5605,0.0,19.5605
manual,12,1,12.0,2.650869234130247,7.4195,0.0,7.4195
object,11,1,11.0,2.390962590857764,6.745,0.0,6.745
71,9,4,2.25,0.9028838888464695,5.396,2.0235,0.843125
forested,7,1,7.0,1.3643281590068304,4.047,0.0,4.047
polish,14,1,14.0,3.1723512312917093,8.7685,0.0,8.7685
nodes,34,2,17.0,3.679222653644543,22.258499999999998,0.6745,10.792
72,16,3,5.333333333333333,0.8187940790850259,10.1175,1.349,2.922833333333333
mapped,7,1,7.0,1.3643281590068304,4.047,0.0,4.047
morphology,13,1,13.0,2.9113818776869285,8.094,0.0,8.094
automated,7,2,3.5,0.327398557299801,4.047,0.6745,1.68625
inventory,21,1,21.0,5.005912501496326,13.49,0.0,13.49
identiﬁcation,10,1,10.0,2.1318835993066867,6.0705,0.0,6.0705
interpretation,7,3,2.3333333333333335,0.4697139373905674,4.047,1.349,0.8993333333333334
geological,18,1,18.0,4.21909889424038,11.4665,0.0,11.4665
covers,7,2,3.5,0.327398557299801,4.047,0.6745,1.68625
km2,12,1,12.0,2.650869234130247,7.4195,0.0,7.4195
74,7,3,2.3333333333333335,0.4697139373905674,4.047,1.349,0.8993333333333334
connected,12,3,4.0,0.5896361141233036,7.4195,1.349,2.0235
long,11,4,2.75,0.8931690253795873,6.745,2.0235,1.180375
mm,14,2,7.0,1.192392676912969,8.7685,0.6745,4.047
75,10,5,2.0,1.3459182276804824,6.0705,2.698,0.6745
smoothed,11,2,5.5,0.820148524449224,6.745,0.6745,3.03525
false,30,4,7.5,1.3652885677485538,19.5605,2.0235,4.38425
acquired,13,1,13.0,2.9113818776869285,8.094,0.0,8.094
sopo,10,1,10.0,2.1318835993066867,6.0705,0.0,6.0705
appendix,19,3,6.333333333333333,1.0205272868407913,12.141,1.349,3.5973333333333333
ndvi,15,1,15.0,3.433673162565237,9.443,0.0,9.443
covered,14,2,7.0,1.192392676912969,8.7685,0.6745,4.047
mainly,9,2,4.5,0.5727122384228868,5.396,0.6745,2.36075
foothills,10,1,10.0,2.1318835993066867,6.0705,0.0,6.0705
length,9,4,2.25,0.9028838888464695,5.396,2.0235,0.843125
92,17,3,5.666666666666667,0.8842077194638219,10.792,1.349,3.147666666666667
73,19,5,3.8,1.3177038226776527,12.141,2.698,1.8885999999999998
adjacent,8,3,2.6666666666666665,0.4706060532975808,4.7215,1.349,1.1241666666666665
explanation,7,1,7.0,1.3643281590068304,4.047,0.0,4.047
sandstones,11,1,11.0,2.390962590857764,6.745,0.0,6.745
shales,8,1,8.0,1.6177985932376384,4.7215,0.0,4.7215
sandstone,25,1,25.0,6.056221220911572,16.188,0.0,16.188
layers,35,6,5.833333333333333,1.76751432734551,22.933,3.3725,3.260083333333333
boundaries,9,3,3.0,0.4843484809731123,5.396,1.349,1.349
shale,18,1,18.0,4.21909889424038,11.4665,0.0,11.4665
susceptibility,13,1,13.0,2.9113818776869285,8.094,0.0,8.094
cloud,15,1,15.0,3.433673162565237,9.443,0.0,9.443
78,17,4,4.25,0.9453141468208098,10.792,2.0235,2.192125
capture,9,3,3.0,0.4843484809731123,5.396,1.349,1.349
mass,10,2,5.0,0.6963060425724137,6.0705,0.6745,2.698
2011,12,2,6.0,0.9441418324274715,7.4195,0.6745,3.3725
format,27,3,9.0,1.6035795331900098,17.537,1.349,5.396
geology,7,1,7.0,1.3643281590068304,4.047,0.0,4.047
overview,11,2,5.5,0.820148524449224,6.745,0.6745,3.03525
layer,17,3,5.666666666666667,0.8842077194638219,10.792,1.349,3.147666666666667
classification,65,2,32.5,7.535754406317399,43.168,0.6745,21.24675
classified,7,3,2.3333333333333335,0.4697139373905674,4.047,1.349,0.8993333333333334
relevance,8,1,8.0,1.6177985932376384,4.7215,0.0,4.7215
surface,7,1,7.0,1.3643281590068304,4.047,0.0,4.047
ﬁnal,19,3,6.333333333333333,1.0205272868407913,12.141,1.349,3.5973333333333333
reﬁnement,9,1,9.0,1.8739755619519085,5.396,0.0,5.396
hillshade,10,1,10.0,2.1318835993066867,6.0705,0.0,6.0705
sun,10,3,3.3333333333333335,0.5099032887135141,6.0705,1.349,1.5738333333333334
indicate,10,5,2.0,1.3459182276804824,6.0705,2.698,0.6745
segmented,7,1,7.0,1.3643281590068304,4.047,0.0,4.047
segmentation,21,1,21.0,5.005912501496326,13.49,0.0,13.49
tuning,11,2,5.5,0.820148524449224,6.745,0.6745,3.03525
99,26,4,6.5,1.2059312693896704,16.8625,2.0235,3.70975
classifier,12,2,6.0,0.9441418324274715,7.4195,0.6745,3.3725
101,7,2,3.5,0.327398557299801,4.047,0.6745,1.68625
fine,11,3,3.6666666666666665,0.5456132291834696,6.745,1.349,1.7986666666666666
69,10,4,2.5,0.8963187704492105,6.0705,2.0235,1.01175
108,7,4,1.75,0.9259319186889675,4.047,2.0235,0.505875
consequently,8,3,2.6666666666666665,0.4706060532975808,4.7215,1.349,1.1241666666666665
ttr,16,1,16.0,3.695272871609357,10.1175,0.0,10.1175
ta,31,5,6.2,1.4431142168061473,20.235,2.698,3.5074
pod,24,1,24.0,5.793548555685986,15.5135,0.0,15.5135
pofd,22,1,22.0,5.268384677972932,14.1645,0.0,14.1645
speciﬁcally,10,3,3.3333333333333335,0.5099032887135141,6.0705,1.349,1.5738333333333334
indexes,7,3,2.3333333333333335,0.4697139373905674,4.047,1.349,0.8993333333333334
superimposed,9,1,9.0,1.8739755619519085,5.396,0.0,5.396
body,10,2,5.0,0.6963060425724137,6.0705,0.6745,2.698
via,7,4,1.75,0.9259319186889675,4.047,2.0235,0.505875
positives,8,1,8.0,1.6177985932376384,4.7215,0.0,4.7215
commune,8,1,8.0,1.6177985932376384,4.7215,0.0,4.7215
namely,7,5,1.4,1.3785222738124179,4.047,2.698,0.26979999999999993
łososina,7,1,7.0,1.3643281590068304,4.047,0.0,4.047
improvement,9,4,2.25,0.9028838888464695,5.396,2.0235,0.843125
papers,18,2,9.0,1.6894074974933044,11.4665,0.6745,5.396
earth,10,1,10.0,2.1318835993066867,6.0705,0.0,6.0705
valuable,7,3,2.3333333333333335,0.4697139373905674,4.047,1.349,0.8993333333333334
a1,7,2,3.5,0.327398557299801,4.047,0.6745,1.68625
sands,14,1,14.0,3.1723512312917093,8.7685,0.0,8.7685
clays,11,1,11.0,2.390962590857764,6.745,0.0,6.745
terraces,7,1,7.0,1.3643281590068304,4.047,0.0,4.047
riverbank,7,1,7.0,1.3643281590068304,4.047,0.0,4.047
storage,12,2,6.0,0.9441418324274715,7.4195,0.6745,3.3725
tertiary,7,1,7.0,1.3643281590068304,4.047,0.0,4.047
marl,8,1,8.0,1.6177985932376384,4.7215,0.0,4.7215
period,7,2,3.5,0.327398557299801,4.047,0.6745,1.68625
51,20,5,4.0,1.3212527781584862,12.8155,2.698,2.0235
chang,8,3,2.6666666666666665,0.4706060532975808,4.7215,1.349,1.1241666666666665
geomorphology,11,1,11.0,2.390962590857764,6.745,0.0,6.745
lu,7,3,2.3333333333333335,0.4697139373905674,4.047,1.349,0.8993333333333334
casagli,7,1,7.0,1.3643281590068304,4.047,0.0,4.047
isprs,8,1,8.0,1.6177985932376384,4.7215,0.0,4.7215
photogramm,9,1,9.0,1.8739755619519085,5.396,0.0,5.396
imagery,10,2,5.0,0.6963060425724137,6.0705,0.6745,2.698
architecture,16,3,5.333333333333333,0.8187940790850259,10.1175,1.349,2.922833333333333
residual,7,3,2.3333333333333335,0.4697139373905674,4.047,1.349,0.8993333333333334
hazards,11,1,11.0,2.390962590857764,6.745,0.0,6.745
64,7,5,1.4,1.3785222738124179,4.047,2.698,0.26979999999999993
workshop,7,3,2.3333333333333335,0.4697139373905674,4.047,1.349,0.8993333333333334
multivariate,26,2,13.0,2.6841591053144933,16.8625,0.6745,8.094
chan,17,2,8.5,1.5651151053210237,10.792,0.6745,5.05875
plos,11,2,5.5,0.820148524449224,6.745,0.6745,3.03525
ncss,51,1,51.0,12.89438742131821,33.725,0.0,33.725
llc,24,1,24.0,5.793548555685986,15.5135,0.0,15.5135
rights,24,1,24.0,5.793548555685986,15.5135,0.0,15.5135
shared,10,2,5.0,0.6963060425724137,6.0705,0.6745,2.698
row,32,2,16.0,3.4304423657714738,20.9095,0.6745,10.1175
48,18,4,4.5,0.9649928718056053,11.4665,2.0235,2.36075
84,11,2,5.5,0.820148524449224,6.745,0.6745,3.03525
98,29,4,7.25,1.3237499346048345,18.886,2.0235,4.215625
86,13,4,3.25,0.8972205367266324,8.094,2.0235,1.517625
61,18,4,4.5,0.9649928718056053,11.4665,2.0235,2.36075
88,15,4,3.75,0.9148555446725114,9.443,2.0235,1.854875
collapsed,19,2,9.5,1.8137168446642986,12.141,0.6745,5.73325
c2,10,2,5.0,0.6963060425724137,6.0705,0.6745,2.698
custom,12,3,4.0,0.5896361141233036,7.4195,1.349,2.0235
yes,7,1,7.0,1.3643281590068304,4.047,0.0,4.047
demonstrate,7,4,1.75,0.9259319186889675,4.047,2.0235,0.505875
file,34,3,11.333333333333334,2.1342790425097657,22.258499999999998,1.349,6.969833333333334
filter,9,2,4.5,0.5727122384228868,5.396,0.6745,2.36075
setup,17,2,8.5,1.5651151053210237,10.792,0.6745,5.05875
click,14,1,14.0,3.1723512312917093,8.7685,0.0,8.7685
load,7,2,3.5,0.327398557299801,4.047,0.6745,1.68625
nev,94,2,47.0,11.143706622673262,62.7285,0.6745,31.027
vir,84,1,84.0,21.580059939851306,55.9835,0.0,55.9835
named,7,3,2.3333333333333335,0.4697139373905674,4.047,1.349,0.8993333333333334
ll,12,3,4.0,0.5896361141233036,7.4195,1.349,2.0235
price,10,2,5.0,0.6963060425724137,6.0705,0.6745,2.698
checked,13,1,13.0,2.9113818776869285,8.094,0.0,8.094
123,7,2,3.5,0.327398557299801,4.047,0.6745,1.68625
unchecked,7,1,7.0,1.3643281590068304,4.047,0.0,4.047
blocks,7,3,2.3333333333333335,0.4697139373905674,4.047,1.349,0.8993333333333334
rand,18,3,6.0,0.9515815033791849,11.4665,1.349,3.3725
nl,49,2,24.5,5.545222940178922,32.376,0.6745,15.85075
lx,14,2,7.0,1.192392676912969,8.7685,0.6745,4.047
sydu,16,1,16.0,3.695272871609357,10.1175,0.0,10.1175
stat3014,16,1,16.0,3.695272871609357,10.1175,0.0,10.1175
semester,16,1,16.0,3.695272871609357,10.1175,0.0,10.1175
nlp,25,3,8.333333333333334,1.4543941556711901,16.188,1.349,4.9463333333333335
nlx,16,1,16.0,3.695272871609357,10.1175,0.0,10.1175
ls2,9,1,9.0,1.8739755619519085,5.396,0.0,5.396
byst,11,1,11.0,2.390962590857764,6.745,0.0,6.745
ignoring,7,2,3.5,0.327398557299801,4.047,0.6745,1.68625
double,7,3,2.3333333333333335,0.4697139373905674,4.047,1.349,0.8993333333333334
phase,12,3,4.0,0.5896361141233036,7.4195,1.349,2.0235
n0,7,1,7.0,1.3643281590068304,4.047,0.0,4.047
negligible,7,4,1.75,0.9259319186889675,4.047,2.0235,0.505875
ijacsa,9,1,9.0,1.8739755619519085,5.396,0.0,5.396
advanced,13,1,13.0,2.9113818776869285,8.094,0.0,8.094
vol,18,3,6.0,0.9515815033791849,11.4665,1.349,3.3725
2024,9,1,9.0,1.8739755619519085,5.396,0.0,5.396
department,9,3,3.0,0.4843484809731123,5.396,1.349,1.349
mobilenetv2,20,1,20.0,4.743529696951736,12.8155,0.0,12.8155
resnet50v2,17,1,17.0,3.9570952679550113,10.792,0.0,10.792
vgg19,24,1,24.0,5.793548555685986,15.5135,0.0,15.5135
specificity,23,1,23.0,5.530933502877365,14.839,0.0,14.839
transfer,36,2,18.0,3.928009501859959,23.607499999999998,0.6745,11.4665
vgg,7,1,7.0,1.3643281590068304,4.047,0.0,4.047
vgg16,7,1,7.0,1.3643281590068304,4.047,0.0,4.047
computational,35,4,8.75,1.5859196115412086,22.933,2.0235,5.227375
disease,11,1,11.0,2.390962590857764,6.745,0.0,6.745
bert,10,2,5.0,0.6963060425724137,6.0705,0.6745,2.698
strawberry,8,1,8.0,1.6177985932376384,4.7215,0.0,4.7215
leaf,14,2,7.0,1.192392676912969,8.7685,0.6745,4.047
leaves,9,3,3.0,0.4843484809731123,5.396,1.349,1.349
hyperparameter,8,2,4.0,0.44957225393225925,4.7215,0.6745,2.0235
fig,33,1,33.0,8.159008638164078,21.584,0.0,21.584
dataset2,7,1,7.0,1.3643281590068304,4.047,0.0,4.047
dataset3,9,1,9.0,1.8739755619519085,5.396,0.0,5.396
experimentation,9,1,9.0,1.8739755619519085,5.396,0.0,5.396
ix,7,2,3.5,0.327398557299801,4.047,0.6745,1.68625
singh,7,3,2.3333333333333335,0.4697139373905674,4.047,1.349,0.8993333333333334
2022,11,1,11.0,2.390962590857764,6.745,0.0,6.745
khan,21,2,10.5,2.0623741400952267,13.49,0.6745,6.40775
2023,7,1,7.0,1.3643281590068304,4.047,0.0,4.047
versus,9,2,4.5,0.5727122384228868,5.396,0.6745,2.36075
i2,22,1,22.0,5.268384677972932,14.1645,0.0,14.1645
1iii,15,1,15.0,3.433673162565237,9.443,0.0,9.443
swn1,10,1,10.0,2.1318835993066867,6.0705,0.0,6.0705
n1x,11,1,11.0,2.390962590857764,6.745,0.0,6.745
1i2,26,1,26.0,6.318944313873694,16.8625,0.0,16.8625
putting,7,2,3.5,0.327398557299801,4.047,0.6745,1.68625
propst,7,1,7.0,1.3643281590068304,4.047,0.0,4.047
wh,18,3,6.0,0.9515815033791849,11.4665,1.349,3.3725
lagrange,10,3,3.3333333333333335,0.5099032887135141,6.0705,1.349,1.5738333333333334
language,38,3,12.666666666666666,2.4410935495587953,24.9565,1.349,7.869166666666666
picking,10,1,10.0,2.1318835993066867,6.0705,0.0,6.0705
hyperparameters,9,1,9.0,1.8739755619519085,5.396,0.0,5.396
acl,9,2,4.5,0.5727122384228868,5.396,0.6745,2.36075
setups,13,1,13.0,2.9113818776869285,8.094,0.0,8.094
lstm,7,2,3.5,0.327398557299801,4.047,0.6745,1.68625
dependencies,7,2,3.5,0.327398557299801,4.047,0.6745,1.68625
uuparser,10,1,10.0,2.1318835993066867,6.0705,0.0,6.0705
machamp,8,1,8.0,1.6177985932376384,4.7215,0.0,4.7215
external,28,2,14.0,2.9329081486905686,18.2115,0.6745,8.7685
embeddings,10,2,5.0,0.6963060425724137,6.0705,0.6745,2.698
annual,9,3,3.0,0.4843484809731123,5.396,1.349,1.349
linguistics,28,2,14.0,2.9329081486905686,18.2115,0.6745,8.7685
iclr,8,2,4.0,0.44957225393225925,4.7215,0.6745,2.0235
daniel,7,2,3.5,0.327398557299801,4.047,0.6745,1.68625
raw,11,2,5.5,0.820148524449224,6.745,0.6745,3.03525
yu,9,2,4.5,0.5727122384228868,5.396,0.6745,2.36075
ahmad,12,2,6.0,0.9441418324274715,7.4195,0.6745,3.3725
lynn,16,2,8.0,1.4408440559517086,10.1175,0.6745,4.7215
graphs,9,2,4.5,0.5727122384228868,5.396,0.6745,2.36075
behaviors,11,1,11.0,2.390962590857764,6.745,0.0,6.745
humans,7,1,7.0,1.3643281590068304,4.047,0.0,4.047
pgnn,7,1,7.0,1.3643281590068304,4.047,0.0,4.047
ast,30,1,30.0,7.370233093979498,19.5605,0.0,19.5605
comprehension,9,1,9.0,1.8739755619519085,5.396,0.0,5.396
clone,20,1,20.0,4.743529696951736,12.8155,0.0,12.8155
programming,38,2,19.0,4.176801738137995,24.9565,0.6745,12.141
allamanis,9,1,9.0,1.8739755619519085,5.396,0.0,5.396
summarization,21,1,21.0,5.005912501496326,13.49,0.0,13.49
api,13,1,13.0,2.9113818776869285,8.094,0.0,8.094
edges,22,1,22.0,5.268384677972932,14.1645,0.0,14.1645
trace,9,2,4.5,0.5727122384228868,5.396,0.6745,2.36075
oov,8,1,8.0,1.6177985932376384,4.7215,0.0,4.7215
gnn,10,1,10.0,2.1318835993066867,6.0705,0.0,6.0705
embedding,14,1,14.0,3.1723512312917093,8.7685,0.0,8.7685
subgraph,22,1,22.0,5.268384677972932,14.1645,0.0,14.1645
feng,8,1,8.0,1.6177985932376384,4.7215,0.0,4.7215
codexglue,11,1,11.0,2.390962590857764,6.745,0.0,6.745
functionalities,10,1,10.0,2.1318835993066867,6.0705,0.0,6.0705
subtoken,11,1,11.0,2.390962590857764,6.745,0.0,6.745
alon,7,1,7.0,1.3643281590068304,4.047,0.0,4.047
edge,8,1,8.0,1.6177985932376384,4.7215,0.0,4.7215
node,13,1,13.0,2.9113818776869285,8.094,0.0,8.094
plbart,11,1,11.0,2.390962590857764,6.745,0.0,6.745
codebert,11,1,11.0,2.390962590857764,6.745,0.0,6.745
vocabulary,10,1,10.0,2.1318835993066867,6.0705,0.0,6.0705
memberreference,8,1,8.0,1.6177985932376384,4.7215,0.0,4.7215
else,10,3,3.3333333333333335,0.5099032887135141,6.0705,1.349,1.5738333333333334
csn,10,1,10.0,2.1318835993066867,6.0705,0.0,6.0705
tlc,12,1,12.0,2.650869234130247,7.4195,0.0,7.4195
bcb,20,1,20.0,4.743529696951736,12.8155,0.0,12.8155
pairs,9,2,4.5,0.5727122384228868,5.396,0.6745,2.36075
disadvantage,12,1,12.0,2.650869234130247,7.4195,0.0,7.4195
implicitly,15,1,15.0,3.433673162565237,9.443,0.0,9.443
iss,53,1,53.0,13.420699003888648,35.074,0.0,35.074
modest,9,1,9.0,1.8739755619519085,5.396,0.0,5.396
madow,8,1,8.0,1.6177985932376384,4.7215,0.0,4.7215
wolter,8,1,8.0,1.6177985932376384,4.7215,0.0,4.7215
1985,8,2,4.0,0.44957225393225925,4.7215,0.6745,2.0235
vari,7,2,3.5,0.327398557299801,4.047,0.6745,1.68625
hy,19,2,9.5,1.8137168446642986,12.141,0.6745,5.73325
eleven,13,1,13.0,2.9113818776869285,8.094,0.0,8.094
integer,25,2,12.5,2.5597906360015275,16.188,0.6745,7.75675
arthritis,9,1,9.0,1.8739755619519085,5.396,0.0,5.396
dissertation,11,1,11.0,2.390962590857764,6.745,0.0,6.745
ahsan,10,1,10.0,2.1318835993066867,6.0705,0.0,6.0705
compromise,48,1,48.0,12.104960077002355,31.7015,0.0,31.7015
nfj,13,1,13.0,2.9113818776869285,8.094,0.0,8.094
cq,7,1,7.0,1.3643281590068304,4.047,0.0,4.047
whsh,8,1,8.0,1.6177985932376384,4.7215,0.0,4.7215
kw,7,2,3.5,0.327398557299801,4.047,0.6745,1.68625
sukhatme,8,1,8.0,1.6177985932376384,4.7215,0.0,4.7215
chatterjee,10,1,10.0,2.1318835993066867,6.0705,0.0,6.0705
nlpp,19,1,19.0,4.481251962875712,12.141,0.0,12.141
co,9,2,4.5,0.5727122384228868,5.396,0.6745,2.36075
off,10,1,10.0,2.1318835993066867,6.0705,0.0,6.0705
integers,8,1,8.0,1.6177985932376384,4.7215,0.0,4.7215
ck,7,1,7.0,1.3643281590068304,4.047,0.0,4.047
fl,7,1,7.0,1.3643281590068304,4.047,0.0,4.047
nres,14,1,14.0,3.1723512312917093,8.7685,0.0,8.7685
float,16,1,16.0,3.695272871609357,10.1175,0.0,10.1175
flk,8,1,8.0,1.6177985932376384,4.7215,0.0,4.7215
hth,7,1,7.0,1.3643281590068304,4.047,0.0,4.047
sh2,27,1,27.0,6.581711795782485,17.537,0.0,17.537
nhsh2,11,1,11.0,2.390962590857764,6.745,0.0,6.745
opty,9,1,9.0,1.8739755619519085,5.396,0.0,5.396
nhsh,17,1,17.0,3.9570952679550113,10.792,0.0,10.792
propy,8,1,8.0,1.6177985932376384,4.7215,0.0,4.7215
rany,14,1,14.0,3.1723512312917093,8.7685,0.0,8.7685
kzn,76,1,76.0,19.47423603137285,50.5875,0.0,50.5875
ykyy,16,1,16.0,3.695272871609357,10.1175,0.0,10.1175
yy,7,1,7.0,1.3643281590068304,4.047,0.0,4.047
ykmstzo,8,1,8.0,1.6177985932376384,4.7215,0.0,4.7215
mwtztmkw,26,1,26.0,6.318944313873694,16.8625,0.0,16.8625
wsv,10,1,10.0,2.1318835993066867,6.0705,0.0,6.0705
vuk,10,1,10.0,2.1318835993066867,6.0705,0.0,6.0705
22n,30,1,30.0,7.370233093979498,19.5605,0.0,19.5605
t1,35,1,35.0,8.684966041083632,22.933,0.0,22.933
r243146,10,1,10.0,2.1318835993066867,6.0705,0.0,6.0705
42u,16,1,16.0,3.695272871609357,10.1175,0.0,10.1175
zo135,11,1,11.0,2.390962590857764,6.745,0.0,6.745
zkw,16,1,16.0,3.695272871609357,10.1175,0.0,10.1175
jio,13,1,13.0,2.9113818776869285,8.094,0.0,8.094
ð,17,1,17.0,3.9570952679550113,10.792,0.0,10.792
ytm,9,1,9.0,1.8739755619519085,5.396,0.0,5.396
z1,8,1,8.0,1.6177985932376384,4.7215,0.0,4.7215
534,10,1,10.0,2.1318835993066867,6.0705,0.0,6.0705
kzmo,9,1,9.0,1.8739755619519085,5.396,0.0,5.396
zo,9,1,9.0,1.8739755619519085,5.396,0.0,5.396
zwþ,8,1,8.0,1.6177985932376384,4.7215,0.0,4.7215
io,8,1,8.0,1.6177985932376384,4.7215,0.0,4.7215
w1,20,1,20.0,4.743529696951736,12.8155,0.0,12.8155
wtoj,16,1,16.0,3.695272871609357,10.1175,0.0,10.1175
μ,7,1,7.0,1.3643281590068304,4.047,0.0,4.047
ˆr,8,1,8.0,1.6177985932376384,4.7215,0.0,4.7215
