,gram_count,document_count,Average_freq,maha_dist,zscore_gram_count,zscore_document_count,zscore_Average_freq
images,65,3,21.666666666666668,4.536033083631088,2.8354510985055303,1.1259562663971225,3.6002983690108237
validation,24,6,4.0,1.7315286670834846,1.991479947069009,2.1752721023412476,1.264024399341824
original,34,6,5.666666666666667,1.7611265604292758,2.2865225403880136,2.1752721023412476,1.7456753005687633
network,41,6,6.833333333333333,1.8182242714060823,2.445105133791752,2.1752721023412476,2.004558088211668
train,47,5,9.4,1.8269905173921086,2.5607951296923113,1.899265934901694,2.4455403437686045
reserved,25,2,12.5,2.5597906360015275,2.0260593201500083,0.5121458509569364,2.83967470528723
binary,30,5,6.0,1.4262672619459456,2.1804997194293376,1.899265934901694,1.8247159908332848
classiﬁcation,155,4,38.75,8.02862549107585,3.571593079976508,1.5614616869010618,4.404217838156549
molecules,29,2,14.5,3.057287737879243,2.151782494384479,0.5121458509569364,3.044915174108867
ratios,60,3,20.0,4.14646343091222,2.7676487609768423,1.1259562663971225,3.4896124622452316
multiclass,32,2,16.0,3.4304423657714738,2.2351688169768553,0.5121458509569364,3.1810416125827636
2021,75,4,18.75,3.6444697073551025,2.9566685333371714,1.5614616869010618,3.400366296778691
https,20,6,3.3333333333333335,1.7375165661556542,1.8370395477896793,2.1752721023412476,1.0119036575128313
2020,132,5,26.4,5.021532560216986,3.435532864703526,1.899265934901694,3.873531515029179
authors,28,6,4.666666666666667,1.735775832111276,2.122057444104133,2.1752721023412476,1.4771894492399755
open,21,6,3.5,1.7350627537461902,1.8783685741962868,2.1752721023412476,1.0793724341109665
natural,45,5,9.0,1.7695693248023756,2.523959891068996,1.899265934901694,2.385407582324746
calculated,32,5,6.4,1.4609798584177802,2.2351688169768553,1.899265934901694,1.9139621562998261
anova,16,1,16.0,3.695272871609357,1.6480197754293502,-0.5371699849871888,3.1810416125827636
xgboost,17,2,8.5,1.5651151053210237,1.6993734988405087,0.5121458509569364,2.306366892060224
modeling,29,3,9.666666666666666,1.7540839077074695,2.151782494384479,1.1259562663971225,2.484223582617406
signiﬁcant,25,4,6.25,1.1693046801842086,2.0260593201500083,1.5614616869010618,1.8811660986667602
imbalanced,25,3,8.333333333333334,1.4543941556711901,2.0260593201500083,1.1259562663971225,2.278983113795769
qsar,9,1,9.0,1.8739755619519085,1.1606420356136578,-0.5371699849871888,2.385407582324746
compounds,7,1,7.0,1.3643281590068304,0.9477593610091233,-0.5371699849871888,2.037881040731436
score,60,5,12.0,2.241812820404618,2.7676487609768423,1.899265934901694,2.7832245974537546
f1,63,5,12.6,2.345263304420262,2.8089777873834496,1.899265934901694,2.8506933740518896
classiﬁer,23,2,11.5,2.311069059168841,1.9554286761189623,0.5121458509569364,2.7243716469419885
development,25,4,6.25,1.1693046801842086,2.0260593201500083,1.5614616869010618,1.8811660986667602
toxicity,7,1,7.0,1.3643281590068304,0.9477593610091233,-0.5371699849871888,2.037881040731436
naïve,13,1,13.0,2.9113818776869285,1.4721332430501923,-0.5371699849871888,2.8939105042193467
bayes,16,1,16.0,3.695272871609357,1.6480197754293502,-0.5371699849871888,3.1810416125827636
nb,17,1,17.0,3.9570952679550113,1.6993734988405087,-0.5371699849871888,3.264875498680694
deep,36,6,6.0,1.7745043504004983,2.334940118708667,2.1752721023412476,1.8247159908332848
rf,24,2,12.0,2.4354270258066424,1.991479947069009,0.5121458509569364,2.7832245974537546
chen,29,5,5.8,1.4104754964035122,2.151782494384479,1.899265934901694,1.7778357178259292
strategies,26,6,4.333333333333333,1.7323733196813733,2.059282284597697,2.1752721023412476,1.374710306107416
additionally,18,2,9.0,1.6894074974933044,1.7477910771611622,0.5121458509569364,2.385407582324746
structure,28,4,7.0,1.2832733355075163,2.122057444104133,1.5614616869010618,2.037881040731436
pp,31,4,7.75,1.4077952284335844,2.2082752245211696,1.5614616869010618,2.1786297752531407
descriptors,8,1,8.0,1.6177985932376384,1.0608707338818455,-0.5371699849871888,2.2225330059622936
carried,25,5,5.0,1.3585595521839893,2.0260593201500083,1.899265934901694,1.5725952490042923
circles,8,1,8.0,1.6177985932376384,1.0608707338818455,-0.5371699849871888,2.2225330059622936
enrichment,8,1,8.0,1.6177985932376384,1.0608707338818455,-0.5371699849871888,2.2225330059622936
bigger,9,1,9.0,1.8739755619519085,1.1606420356136578,-0.5371699849871888,2.385407582324746
srd,17,1,17.0,3.9570952679550113,1.6993734988405087,-0.5371699849871888,3.264875498680694
classiﬁed,14,2,7.0,1.192392676912969,1.5349084025566282,0.5121458509569364,2.037881040731436
reference,16,6,2.6666666666666665,1.7536346875965576,1.6480197754293502,2.1752721023412476,0.7033328078503631
comparing,21,8,2.625,2.6183895465988156,1.8783685741962868,2.610777522845187,0.6815554189819576
forest,37,3,12.333333333333334,2.3642257225777707,2.358149159854792,1.1259562663971225,2.821112874732275
codes,34,3,11.333333333333334,2.1342790425097657,2.2865225403880136,1.1259562663971225,2.7041839071892326
seed,21,2,10.5,2.0623741400952267,1.8783685741962868,0.5121458509569364,2.598572632222897
randomization,30,2,15.0,3.1816701771346287,2.1804997194293376,0.5121458509569364,3.0917954471162226
main,23,7,3.2857142857142856,2.164785269958782,1.9554286761189623,2.408631991843541,0.9920063989319071
sci,14,2,7.0,1.192392676912969,1.5349084025566282,0.5121458509569364,2.037881040731436
crossref,123,2,61.5,14.751714039607112,3.375714346978915,0.5121458509569364,5.04295848443553
pubmed,7,1,7.0,1.3643281590068304,0.9477593610091233,-0.5371699849871888,2.037881040731436
2018,29,5,5.8,1.4104754964035122,2.151782494384479,1.899265934901694,1.7778357178259292
graph,24,3,8.0,1.380429882044617,1.991479947069009,1.1259562663971225,2.2225330059622936
int,47,5,9.4,1.8269905173921086,2.5607951296923113,1.899265934901694,2.4455403437686045
science,27,6,4.5,1.7337555192974885,2.091251248800821,2.1752721023412476,1.4268989757042763
automatic,33,4,8.25,1.495380591522419,2.2612347816085165,1.5614616869010618,2.2650851514507075
detection,137,4,34.25,7.035490115507794,3.4670263436230435,1.5614616869010618,4.23351481444583
sensing,15,2,7.5,1.3166003929015753,1.593350677881833,0.5121458509569364,2.133286840495753
supervised,21,2,10.5,2.0623741400952267,1.8783685741962868,0.5121458509569364,2.598572632222897
borkowski,8,1,8.0,1.6177985932376384,1.0608707338818455,-0.5371699849871888,2.2225330059622936
poland,17,1,17.0,3.9570952679550113,1.6993734988405087,-0.5371699849871888,3.264875498680694
remote,74,2,37.0,8.655453646876015,2.9452982014022973,0.5121458509569364,4.340313072844205
rs,16,2,8.0,1.4408440559517086,1.6480197754293502,0.5121458509569364,2.2225330059622936
satellite,15,1,15.0,3.433673162565237,1.593350677881833,-0.5371699849871888,3.0917954471162226
lidar,29,1,29.0,7.107360232295761,2.151782494384479,-0.5371699849871888,4.003423780729337
testing,100,3,33.333333333333336,7.269925696910649,3.200357403245018,1.1259562663971225,4.1960003270367086
ground,15,1,15.0,3.433673162565237,1.593350677881833,-0.5371699849871888,3.0917954471162226
landslides,102,1,102.0,26.318400273251775,3.2171317535751762,-0.5371699849871888,5.742584303413094
pba,55,1,55.0,13.94702911582465,2.693943423876692,-0.5371699849871888,4.888490229483125
obia,92,1,92.0,23.6859557327459,3.129726759213972,-0.5371699849871888,5.599897466803398
zn,17,2,8.5,1.5651151053210237,1.6993734988405087,0.5121458509569364,2.306366892060224
ów,16,1,16.0,3.695272871609357,1.6480197754293502,-0.5371699849871888,3.1810416125827636
lake,23,1,23.0,5.530933502877365,1.9554286761189623,-0.5371699849871888,3.6828802535624585
quantity,17,2,8.5,1.5651151053210237,1.6993734988405087,0.5121458509569364,2.306366892060224
ﬁltering,8,1,8.0,1.6177985932376384,1.0608707338818455,-0.5371699849871888,2.2225330059622936
elongated,7,1,7.0,1.3643281590068304,0.9477593610091233,-0.5371699849871888,2.037881040731436
oa,37,1,37.0,9.210991962577648,2.358149159854792,-0.5371699849871888,4.340313072844205
mapping,55,1,55.0,13.94702911582465,2.693943423876692,-0.5371699849871888,4.888490229483125
terrain,19,1,19.0,4.481251962875712,1.7935901773210075,-0.5371699849871888,3.418682268036452
ective,7,1,7.0,1.3643281590068304,0.9477593610091233,-0.5371699849871888,2.037881040731436
introduced,11,6,1.8333333333333333,1.7875941634100148,1.3306255684213535,2.1752721023412476,0.18519336184731613
sens,88,1,88.0,22.633000104826543,3.092072693063868,-0.5371699849871888,5.5384279864411265
3054,32,1,32.0,7.896059910018351,2.2351688169768553,-0.5371699849871888,4.139550219203233
inﬂuence,15,2,7.5,1.3166003929015753,1.593350677881833,0.5121458509569364,2.133286840495753
tune,23,2,11.5,2.311069059168841,1.9554286761189623,0.5121458509569364,2.7243716469419885
assessed,7,1,7.0,1.3643281590068304,0.9477593610091233,-0.5371699849871888,2.037881040731436
growing,27,1,27.0,6.581711795782485,2.091251248800821,-0.5371699849871888,3.9046077804366766
river,14,1,14.0,3.1723512312917093,1.5349084025566282,-0.5371699849871888,2.9963896473519056
land,28,2,14.0,2.9329081486905686,2.122057444104133,0.5121458509569364,2.9963896473519056
ro,13,1,13.0,2.9113818776869285,1.4721332430501923,-0.5371699849871888,2.8939105042193467
optical,14,1,14.0,3.1723512312917093,1.5349084025566282,-0.5371699849871888,2.9963896473519056
laser,11,1,11.0,2.390962590857764,1.3306255684213535,-0.5371699849871888,2.6629021665797166
dem,55,1,55.0,13.94702911582465,2.693943423876692,-0.5371699849871888,4.888490229483125
commonly,8,6,1.3333333333333333,1.8150128756359525,1.0608707338818455,2.1752721023412476,-0.25517579877010677
utilized,24,2,12.0,2.4354270258066424,1.991479947069009,0.5121458509569364,2.7832245974537546
extraction,15,2,7.5,1.3166003929015753,1.593350677881833,0.5121458509569364,2.133286840495753
roughness,11,1,11.0,2.390962590857764,1.3306255684213535,-0.5371699849871888,2.6629021665797166
topographic,14,1,14.0,3.1723512312917093,1.5349084025566282,-0.5371699849871888,2.9963896473519056
airborne,10,1,10.0,2.1318835993066867,1.2498905062421748,-0.5371699849871888,2.531103855624762
mountains,9,1,9.0,1.8739755619519085,1.1606420356136578,-0.5371699849871888,2.385407582324746
slope,17,1,17.0,3.9570952679550113,1.6993734988405087,-0.5371699849871888,3.264875498680694
pawluszek,8,1,8.0,1.6177985932376384,1.0608707338818455,-0.5371699849871888,2.2225330059622936
derivatives,7,1,7.0,1.3643281590068304,0.9477593610091233,-0.5371699849871888,2.037881040731436
carpathians,7,1,7.0,1.3643281590068304,0.9477593610091233,-0.5371699849871888,2.037881040731436
tarolli,8,1,8.0,1.6177985932376384,1.0608707338818455,-0.5371699849871888,2.2225330059622936
proposed,44,7,6.285714285714286,2.1576827967964802,2.504923651516363,2.408631991843541,1.8890455251901046
geomorphological,9,1,9.0,1.8739755619519085,1.1606420356136578,-0.5371699849871888,2.385407582324746
spectral,8,1,8.0,1.6177985932376384,1.0608707338818455,-0.5371699849871888,2.2225330059622936
pixels,15,1,15.0,3.433673162565237,1.593350677881833,-0.5371699849871888,3.0917954471162226
map,30,1,30.0,7.370233093979498,2.1804997194293376,-0.5371699849871888,4.050304053736693
manual,12,1,12.0,2.650869234130247,1.404330905521504,-0.5371699849871888,2.7832245974537546
object,11,1,11.0,2.390962590857764,1.3306255684213535,-0.5371699849871888,2.6629021665797166
forested,7,1,7.0,1.3643281590068304,0.9477593610091233,-0.5371699849871888,2.037881040731436
polish,14,1,14.0,3.1723512312917093,1.5349084025566282,-0.5371699849871888,2.9963896473519056
nodes,34,2,17.0,3.679222653644543,2.2865225403880136,0.5121458509569364,3.264875498680694
mapped,7,1,7.0,1.3643281590068304,0.9477593610091233,-0.5371699849871888,2.037881040731436
morphology,13,1,13.0,2.9113818776869285,1.4721332430501923,-0.5371699849871888,2.8939105042193467
inventory,21,1,21.0,5.005912501496326,1.8783685741962868,-0.5371699849871888,3.557081238843367
identiﬁcation,10,1,10.0,2.1318835993066867,1.2498905062421748,-0.5371699849871888,2.531103855624762
geological,18,1,18.0,4.21909889424038,1.7477910771611622,-0.5371699849871888,3.3439161889452156
km2,12,1,12.0,2.650869234130247,1.404330905521504,-0.5371699849871888,2.7832245974537546
mm,14,2,7.0,1.192392676912969,1.5349084025566282,0.5121458509569364,2.037881040731436
false,30,4,7.5,1.3652885677485538,2.1804997194293376,1.5614616869010618,2.133286840495753
acquired,13,1,13.0,2.9113818776869285,1.4721332430501923,-0.5371699849871888,2.8939105042193467
sopo,10,1,10.0,2.1318835993066867,1.2498905062421748,-0.5371699849871888,2.531103855624762
ndvi,15,1,15.0,3.433673162565237,1.593350677881833,-0.5371699849871888,3.0917954471162226
covered,14,2,7.0,1.192392676912969,1.5349084025566282,0.5121458509569364,2.037881040731436
foothills,10,1,10.0,2.1318835993066867,1.2498905062421748,-0.5371699849871888,2.531103855624762
explanation,7,1,7.0,1.3643281590068304,0.9477593610091233,-0.5371699849871888,2.037881040731436
sandstones,11,1,11.0,2.390962590857764,1.3306255684213535,-0.5371699849871888,2.6629021665797166
shales,8,1,8.0,1.6177985932376384,1.0608707338818455,-0.5371699849871888,2.2225330059622936
sandstone,25,1,25.0,6.056221220911572,2.0260593201500083,-0.5371699849871888,3.7981833119076995
layers,35,6,5.833333333333333,1.76751432734551,2.311077216464462,2.1752721023412476,1.785760298902443
shale,18,1,18.0,4.21909889424038,1.7477910771611622,-0.5371699849871888,3.3439161889452156
susceptibility,13,1,13.0,2.9113818776869285,1.4721332430501923,-0.5371699849871888,2.8939105042193467
cloud,15,1,15.0,3.433673162565237,1.593350677881833,-0.5371699849871888,3.0917954471162226
format,27,3,9.0,1.6035795331900098,2.091251248800821,1.1259562663971225,2.385407582324746
geology,7,1,7.0,1.3643281590068304,0.9477593610091233,-0.5371699849871888,2.037881040731436
classification,65,2,32.5,7.535754406317399,2.8354510985055303,0.5121458509569364,4.160989960502285
relevance,8,1,8.0,1.6177985932376384,1.0608707338818455,-0.5371699849871888,2.2225330059622936
surface,7,1,7.0,1.3643281590068304,0.9477593610091233,-0.5371699849871888,2.037881040731436
reﬁnement,9,1,9.0,1.8739755619519085,1.1606420356136578,-0.5371699849871888,2.385407582324746
hillshade,10,1,10.0,2.1318835993066867,1.2498905062421748,-0.5371699849871888,2.531103855624762
segmented,7,1,7.0,1.3643281590068304,0.9477593610091233,-0.5371699849871888,2.037881040731436
segmentation,21,1,21.0,5.005912501496326,1.8783685741962868,-0.5371699849871888,3.557081238843367
99,26,4,6.5,1.2059312693896704,2.059282284597697,1.5614616869010618,1.9354018975988767
ttr,16,1,16.0,3.695272871609357,1.6480197754293502,-0.5371699849871888,3.1810416125827636
ta,31,5,6.2,1.4431142168061473,2.2082752245211696,1.899265934901694,1.8700589255906734
pod,24,1,24.0,5.793548555685986,1.991479947069009,-0.5371699849871888,3.7417332040742246
pofd,22,1,22.0,5.268384677972932,1.9177746099688584,-0.5371699849871888,3.6214107732001866
superimposed,9,1,9.0,1.8739755619519085,1.1606420356136578,-0.5371699849871888,2.385407582324746
positives,8,1,8.0,1.6177985932376384,1.0608707338818455,-0.5371699849871888,2.2225330059622936
commune,8,1,8.0,1.6177985932376384,1.0608707338818455,-0.5371699849871888,2.2225330059622936
łososina,7,1,7.0,1.3643281590068304,0.9477593610091233,-0.5371699849871888,2.037881040731436
papers,18,2,9.0,1.6894074974933044,1.7477910771611622,0.5121458509569364,2.385407582324746
earth,10,1,10.0,2.1318835993066867,1.2498905062421748,-0.5371699849871888,2.531103855624762
sands,14,1,14.0,3.1723512312917093,1.5349084025566282,-0.5371699849871888,2.9963896473519056
clays,11,1,11.0,2.390962590857764,1.3306255684213535,-0.5371699849871888,2.6629021665797166
terraces,7,1,7.0,1.3643281590068304,0.9477593610091233,-0.5371699849871888,2.037881040731436
riverbank,7,1,7.0,1.3643281590068304,0.9477593610091233,-0.5371699849871888,2.037881040731436
tertiary,7,1,7.0,1.3643281590068304,0.9477593610091233,-0.5371699849871888,2.037881040731436
marl,8,1,8.0,1.6177985932376384,1.0608707338818455,-0.5371699849871888,2.2225330059622936
geomorphology,11,1,11.0,2.390962590857764,1.3306255684213535,-0.5371699849871888,2.6629021665797166
casagli,7,1,7.0,1.3643281590068304,0.9477593610091233,-0.5371699849871888,2.037881040731436
isprs,8,1,8.0,1.6177985932376384,1.0608707338818455,-0.5371699849871888,2.2225330059622936
photogramm,9,1,9.0,1.8739755619519085,1.1606420356136578,-0.5371699849871888,2.385407582324746
hazards,11,1,11.0,2.390962590857764,1.3306255684213535,-0.5371699849871888,2.6629021665797166
multivariate,26,2,13.0,2.6841591053144933,2.059282284597697,0.5121458509569364,2.8939105042193467
chan,17,2,8.5,1.5651151053210237,1.6993734988405087,0.5121458509569364,2.306366892060224
ncss,51,1,51.0,12.89438742131821,2.629982712027672,-0.5371699849871888,4.784075696792624
llc,24,1,24.0,5.793548555685986,1.991479947069009,-0.5371699849871888,3.7417332040742246
rights,24,1,24.0,5.793548555685986,1.991479947069009,-0.5371699849871888,3.7417332040742246
row,32,2,16.0,3.4304423657714738,2.2351688169768553,0.5121458509569364,3.1810416125827636
98,29,4,7.25,1.3237499346048345,2.151782494384479,1.5614616869010618,2.086406567488397
collapsed,19,2,9.5,1.8137168446642986,1.7935901773210075,0.5121458509569364,2.460173661415983
yes,7,1,7.0,1.3643281590068304,0.9477593610091233,-0.5371699849871888,2.037881040731436
file,34,3,11.333333333333334,2.1342790425097657,2.2865225403880136,1.1259562663971225,2.7041839071892326
setup,17,2,8.5,1.5651151053210237,1.6993734988405087,0.5121458509569364,2.306366892060224
click,14,1,14.0,3.1723512312917093,1.5349084025566282,-0.5371699849871888,2.9963896473519056
nev,94,2,47.0,11.143706622673262,3.147944171239816,0.5121458509569364,4.671128406672012
vir,84,1,84.0,21.580059939851306,3.052666657291296,-0.5371699849871888,5.474098452084306
checked,13,1,13.0,2.9113818776869285,1.4721332430501923,-0.5371699849871888,2.8939105042193467
unchecked,7,1,7.0,1.3643281590068304,0.9477593610091233,-0.5371699849871888,2.037881040731436
nl,49,2,24.5,5.545222940178922,2.5960951127789156,0.5121458509569364,3.7702462887415185
lx,14,2,7.0,1.192392676912969,1.5349084025566282,0.5121458509569364,2.037881040731436
sydu,16,1,16.0,3.695272871609357,1.6480197754293502,-0.5371699849871888,3.1810416125827636
stat3014,16,1,16.0,3.695272871609357,1.6480197754293502,-0.5371699849871888,3.1810416125827636
semester,16,1,16.0,3.695272871609357,1.6480197754293502,-0.5371699849871888,3.1810416125827636
nlp,25,3,8.333333333333334,1.4543941556711901,2.0260593201500083,1.1259562663971225,2.278983113795769
nlx,16,1,16.0,3.695272871609357,1.6480197754293502,-0.5371699849871888,3.1810416125827636
ls2,9,1,9.0,1.8739755619519085,1.1606420356136578,-0.5371699849871888,2.385407582324746
byst,11,1,11.0,2.390962590857764,1.3306255684213535,-0.5371699849871888,2.6629021665797166
n0,7,1,7.0,1.3643281590068304,0.9477593610091233,-0.5371699849871888,2.037881040731436
ijacsa,9,1,9.0,1.8739755619519085,1.1606420356136578,-0.5371699849871888,2.385407582324746
advanced,13,1,13.0,2.9113818776869285,1.4721332430501923,-0.5371699849871888,2.8939105042193467
2024,9,1,9.0,1.8739755619519085,1.1606420356136578,-0.5371699849871888,2.385407582324746
mobilenetv2,20,1,20.0,4.743529696951736,1.8370395477896793,-0.5371699849871888,3.4896124622452316
resnet50v2,17,1,17.0,3.9570952679550113,1.6993734988405087,-0.5371699849871888,3.264875498680694
vgg19,24,1,24.0,5.793548555685986,1.991479947069009,-0.5371699849871888,3.7417332040742246
specificity,23,1,23.0,5.530933502877365,1.9554286761189623,-0.5371699849871888,3.6828802535624585
transfer,36,2,18.0,3.928009501859959,2.334940118708667,0.5121458509569364,3.3439161889452156
vgg,7,1,7.0,1.3643281590068304,0.9477593610091233,-0.5371699849871888,2.037881040731436
vgg16,7,1,7.0,1.3643281590068304,0.9477593610091233,-0.5371699849871888,2.037881040731436
computational,35,4,8.75,1.5859196115412086,2.311077216464462,1.5614616869010618,2.3464518903939044
disease,11,1,11.0,2.390962590857764,1.3306255684213535,-0.5371699849871888,2.6629021665797166
strawberry,8,1,8.0,1.6177985932376384,1.0608707338818455,-0.5371699849871888,2.2225330059622936
leaf,14,2,7.0,1.192392676912969,1.5349084025566282,0.5121458509569364,2.037881040731436
fig,33,1,33.0,8.159008638164078,2.2612347816085165,-0.5371699849871888,4.182102364691647
dataset2,7,1,7.0,1.3643281590068304,0.9477593610091233,-0.5371699849871888,2.037881040731436
dataset3,9,1,9.0,1.8739755619519085,1.1606420356136578,-0.5371699849871888,2.385407582324746
experimentation,9,1,9.0,1.8739755619519085,1.1606420356136578,-0.5371699849871888,2.385407582324746
2022,11,1,11.0,2.390962590857764,1.3306255684213535,-0.5371699849871888,2.6629021665797166
khan,21,2,10.5,2.0623741400952267,1.8783685741962868,0.5121458509569364,2.598572632222897
2023,7,1,7.0,1.3643281590068304,0.9477593610091233,-0.5371699849871888,2.037881040731436
i2,22,1,22.0,5.268384677972932,1.9177746099688584,-0.5371699849871888,3.6214107732001866
1iii,15,1,15.0,3.433673162565237,1.593350677881833,-0.5371699849871888,3.0917954471162226
swn1,10,1,10.0,2.1318835993066867,1.2498905062421748,-0.5371699849871888,2.531103855624762
n1x,11,1,11.0,2.390962590857764,1.3306255684213535,-0.5371699849871888,2.6629021665797166
1i2,26,1,26.0,6.318944313873694,2.059282284597697,-0.5371699849871888,3.8524191108398167
propst,7,1,7.0,1.3643281590068304,0.9477593610091233,-0.5371699849871888,2.037881040731436
language,38,3,12.666666666666666,2.4410935495587953,2.3807392188685124,1.1259562663971225,2.8579906765449916
picking,10,1,10.0,2.1318835993066867,1.2498905062421748,-0.5371699849871888,2.531103855624762
hyperparameters,9,1,9.0,1.8739755619519085,1.1606420356136578,-0.5371699849871888,2.385407582324746
setups,13,1,13.0,2.9113818776869285,1.4721332430501923,-0.5371699849871888,2.8939105042193467
uuparser,10,1,10.0,2.1318835993066867,1.2498905062421748,-0.5371699849871888,2.531103855624762
machamp,8,1,8.0,1.6177985932376384,1.0608707338818455,-0.5371699849871888,2.2225330059622936
external,28,2,14.0,2.9329081486905686,2.122057444104133,0.5121458509569364,2.9963896473519056
linguistics,28,2,14.0,2.9329081486905686,2.122057444104133,0.5121458509569364,2.9963896473519056
lynn,16,2,8.0,1.4408440559517086,1.6480197754293502,0.5121458509569364,2.2225330059622936
behaviors,11,1,11.0,2.390962590857764,1.3306255684213535,-0.5371699849871888,2.6629021665797166
humans,7,1,7.0,1.3643281590068304,0.9477593610091233,-0.5371699849871888,2.037881040731436
pgnn,7,1,7.0,1.3643281590068304,0.9477593610091233,-0.5371699849871888,2.037881040731436
ast,30,1,30.0,7.370233093979498,2.1804997194293376,-0.5371699849871888,4.050304053736693
comprehension,9,1,9.0,1.8739755619519085,1.1606420356136578,-0.5371699849871888,2.385407582324746
clone,20,1,20.0,4.743529696951736,1.8370395477896793,-0.5371699849871888,3.4896124622452316
programming,38,2,19.0,4.176801738137995,2.3807392188685124,0.5121458509569364,3.418682268036452
allamanis,9,1,9.0,1.8739755619519085,1.1606420356136578,-0.5371699849871888,2.385407582324746
summarization,21,1,21.0,5.005912501496326,1.8783685741962868,-0.5371699849871888,3.557081238843367
api,13,1,13.0,2.9113818776869285,1.4721332430501923,-0.5371699849871888,2.8939105042193467
edges,22,1,22.0,5.268384677972932,1.9177746099688584,-0.5371699849871888,3.6214107732001866
oov,8,1,8.0,1.6177985932376384,1.0608707338818455,-0.5371699849871888,2.2225330059622936
gnn,10,1,10.0,2.1318835993066867,1.2498905062421748,-0.5371699849871888,2.531103855624762
embedding,14,1,14.0,3.1723512312917093,1.5349084025566282,-0.5371699849871888,2.9963896473519056
subgraph,22,1,22.0,5.268384677972932,1.9177746099688584,-0.5371699849871888,3.6214107732001866
feng,8,1,8.0,1.6177985932376384,1.0608707338818455,-0.5371699849871888,2.2225330059622936
codexglue,11,1,11.0,2.390962590857764,1.3306255684213535,-0.5371699849871888,2.6629021665797166
functionalities,10,1,10.0,2.1318835993066867,1.2498905062421748,-0.5371699849871888,2.531103855624762
subtoken,11,1,11.0,2.390962590857764,1.3306255684213535,-0.5371699849871888,2.6629021665797166
alon,7,1,7.0,1.3643281590068304,0.9477593610091233,-0.5371699849871888,2.037881040731436
edge,8,1,8.0,1.6177985932376384,1.0608707338818455,-0.5371699849871888,2.2225330059622936
node,13,1,13.0,2.9113818776869285,1.4721332430501923,-0.5371699849871888,2.8939105042193467
plbart,11,1,11.0,2.390962590857764,1.3306255684213535,-0.5371699849871888,2.6629021665797166
codebert,11,1,11.0,2.390962590857764,1.3306255684213535,-0.5371699849871888,2.6629021665797166
vocabulary,10,1,10.0,2.1318835993066867,1.2498905062421748,-0.5371699849871888,2.531103855624762
memberreference,8,1,8.0,1.6177985932376384,1.0608707338818455,-0.5371699849871888,2.2225330059622936
csn,10,1,10.0,2.1318835993066867,1.2498905062421748,-0.5371699849871888,2.531103855624762
tlc,12,1,12.0,2.650869234130247,1.404330905521504,-0.5371699849871888,2.7832245974537546
bcb,20,1,20.0,4.743529696951736,1.8370395477896793,-0.5371699849871888,3.4896124622452316
disadvantage,12,1,12.0,2.650869234130247,1.404330905521504,-0.5371699849871888,2.7832245974537546
implicitly,15,1,15.0,3.433673162565237,1.593350677881833,-0.5371699849871888,3.0917954471162226
iss,53,1,53.0,13.420699003888648,2.6625666141964617,-0.5371699849871888,4.837268239837145
modest,9,1,9.0,1.8739755619519085,1.1606420356136578,-0.5371699849871888,2.385407582324746
madow,8,1,8.0,1.6177985932376384,1.0608707338818455,-0.5371699849871888,2.2225330059622936
wolter,8,1,8.0,1.6177985932376384,1.0608707338818455,-0.5371699849871888,2.2225330059622936
hy,19,2,9.5,1.8137168446642986,1.7935901773210075,0.5121458509569364,2.460173661415983
eleven,13,1,13.0,2.9113818776869285,1.4721332430501923,-0.5371699849871888,2.8939105042193467
integer,25,2,12.5,2.5597906360015275,2.0260593201500083,0.5121458509569364,2.83967470528723
arthritis,9,1,9.0,1.8739755619519085,1.1606420356136578,-0.5371699849871888,2.385407582324746
dissertation,11,1,11.0,2.390962590857764,1.3306255684213535,-0.5371699849871888,2.6629021665797166
ahsan,10,1,10.0,2.1318835993066867,1.2498905062421748,-0.5371699849871888,2.531103855624762
compromise,48,1,48.0,12.104960077002355,2.5786289886165137,-0.5371699849871888,4.700241810694695
nfj,13,1,13.0,2.9113818776869285,1.4721332430501923,-0.5371699849871888,2.8939105042193467
cq,7,1,7.0,1.3643281590068304,0.9477593610091233,-0.5371699849871888,2.037881040731436
whsh,8,1,8.0,1.6177985932376384,1.0608707338818455,-0.5371699849871888,2.2225330059622936
sukhatme,8,1,8.0,1.6177985932376384,1.0608707338818455,-0.5371699849871888,2.2225330059622936
chatterjee,10,1,10.0,2.1318835993066867,1.2498905062421748,-0.5371699849871888,2.531103855624762
nlpp,19,1,19.0,4.481251962875712,1.7935901773210075,-0.5371699849871888,3.418682268036452
off,10,1,10.0,2.1318835993066867,1.2498905062421748,-0.5371699849871888,2.531103855624762
integers,8,1,8.0,1.6177985932376384,1.0608707338818455,-0.5371699849871888,2.2225330059622936
ck,7,1,7.0,1.3643281590068304,0.9477593610091233,-0.5371699849871888,2.037881040731436
fl,7,1,7.0,1.3643281590068304,0.9477593610091233,-0.5371699849871888,2.037881040731436
nres,14,1,14.0,3.1723512312917093,1.5349084025566282,-0.5371699849871888,2.9963896473519056
float,16,1,16.0,3.695272871609357,1.6480197754293502,-0.5371699849871888,3.1810416125827636
flk,8,1,8.0,1.6177985932376384,1.0608707338818455,-0.5371699849871888,2.2225330059622936
hth,7,1,7.0,1.3643281590068304,0.9477593610091233,-0.5371699849871888,2.037881040731436
sh2,27,1,27.0,6.581711795782485,2.091251248800821,-0.5371699849871888,3.9046077804366766
