,gram_count,document_count,Average_freq,maha_dist
ieee,15,5,3.0,1.316933120314868
28,35,8,4.375,2.5622290566161117
cochran,20,5,4.0,1.3212527781584862
techniques,38,9,4.222222222222222,2.9877147086844595
third,10,7,1.4285714285714286,2.2434640013974523
york,8,6,1.3333333333333333,1.8150128756359525
zhang,26,6,4.333333333333333,1.7323733196813733
59,21,7,3.0,2.173323999807144
19,38,12,3.1666666666666665,4.316533775799839
model,155,8,19.375,3.534262400117422
97,21,5,4.2,1.3261288048258812
23,39,9,4.333333333333333,2.9843050253505408
datasets,74,7,10.571428571428571,2.3971933002234644
journal,36,6,6.0,1.7745043504004983
estimating,15,9,1.6666666666666667,3.099846442507252
complex,15,7,2.142857142857143,2.206822273529007
clusters,9,6,1.5,1.8053051819952584
33,24,7,3.4285714285714284,2.161018136855794
design,91,8,11.375,2.7301695014100225
34,39,9,4.333333333333333,2.9843050253505408
drawing,13,6,2.1666666666666665,1.7722115033939791
series,13,7,1.8571428571428572,2.220549668372045
applied,75,8,9.375,2.620069341614901
aspects,17,7,2.4285714285714284,2.19436137613984
representative,28,8,3.5,2.585504472457193
38,40,7,5.714285714285714,2.147325601655372
p,152,15,10.133333333333333,5.303254045067517
optimum,107,8,13.375,2.8828772637783846
li,34,5,6.8,1.4996195003156039
scale,20,3,6.666666666666667,1.0907470137475161
chapter,70,7,10.0,2.3503064394132642
list,73,7,10.428571428571429,2.385091567303295
members,22,2,11.0,2.186717698930431
convenience,39,9,4.333333333333333,2.9843050253505408
summary,22,6,3.6666666666666665,1.7332456138429237
review,31,5,6.2,1.4431142168061473
individuals,30,3,10.0,1.8297291198653984
participants,19,1,19.0,4.481251962875712
participan,6,1,6.0,1.1154109190450063
ts,34,2,17.0,3.679222653644543
ran,17,4,4.25,0.9453141468208098
generalize,14,1,14.0,3.1723512312917093
findings,18,2,9.0,1.6894074974933044
th,38,9,4.222222222222222,2.9877147086844595
bias,16,6,2.6666666666666665,1.7536346875965576
groups,43,12,3.5833333333333335,4.294397196634228
stage,32,4,8.0,1.4511848556585465
effect,29,5,5.8,1.4104754964035122
g,49,7,7.0,2.1782346594930235
come,12,6,2.0,1.7796078007700256
few,13,8,1.625,2.6672787472915793
term,13,7,1.8571428571428572,2.220549668372045
states,11,2,5.5,0.820148524449224
people,34,8,4.25,2.5649546849368043
means,55,13,4.230769230769231,4.6886534447992245
boundary,20,3,6.666666666666667,1.0907470137475161
objects,30,3,10.0,1.8297291198653984
census,29,3,9.666666666666666,1.7540839077074695
examples,28,6,4.666666666666667,1.735775832111276
training,212,10,21.2,3.9931965610390856
studen,12,1,12.0,2.650869234130247
psychology,11,1,11.0,2.390962590857764
programs,16,2,8.0,1.4408440559517086
survey,101,10,10.1,3.341272811676667
95,29,6,4.833333333333333,1.7384320333809786
researchers,25,4,6.25,1.1693046801842086
differen,15,1,15.0,3.433673162565237
complete,18,5,3.6,1.3154926790036738
reported,20,5,4.0,1.3212527781584862
per,33,11,3.0,3.8947786657050476
written,9,7,1.2857142857142858,2.251709161942617
ed,71,6,11.833333333333334,2.3266235484071838
read,10,7,1.4285714285714286,2.2434640013974523
noted,14,4,3.5,0.9043754228817774
analyses,16,5,3.2,1.3151067363730369
had,21,4,5.25,1.039731576275873
differences,43,6,7.166666666666667,1.8396466026444436
chance,14,2,7.0,1.192392676912969
words,14,7,2.0,2.2135290804982004
rather,15,6,2.5,1.7592182807292909
students,45,2,22.5,5.047605493327547
particular,31,8,3.875,2.5743349379150593
taken,27,7,3.857142857142857,2.15174629860453
appropriate,18,9,2.0,3.0816752216258525
treated,13,6,2.1666666666666665,1.7722115033939791
calculate,9,8,1.125,2.6960555901887613
various,102,11,9.272727272727273,3.71502195562177
he,22,7,3.142857142857143,2.1688878575135835
extent,20,6,3.3333333333333335,1.7375165661556542
h,113,11,10.272727272727273,3.7146292694829506
nonprobability,8,1,8.0,1.6177985932376384
researcher,16,3,5.333333333333333,0.8187940790850259
generalizing,7,1,7.0,1.3643281590068304
precise,15,5,3.0,1.316933120314868
represen,12,1,12.0,2.650869234130247
test,118,6,19.666666666666668,3.5677969938772605
represent,22,4,5.5,1.0692690726045957
description,24,7,3.4285714285714284,2.161018136855794
later,6,6,1.0,1.8360875757937958
want,15,7,2.142857142857143,2.206822273529007
differ,17,6,2.8333333333333335,1.7486677593322508
college,15,2,7.5,1.3166003929015753
introductory,7,1,7.0,1.3643281590068304
should,74,12,6.166666666666667,4.182218324746567
you,70,9,7.777777777777778,2.942769449922186
explicit,17,4,4.25,0.9453141468208098
studied,14,5,2.8,1.3200996638193465
ces,6,1,6.0,1.1154109190450063
political,10,1,10.0,2.1318835993066867
con,28,5,5.6,1.3957747358065578
gen,6,1,6.0,1.1154109190450063
randomly,55,7,7.857142857142857,2.2137280148265654
cases,25,12,2.0833333333333335,4.379096566505573
too,14,9,1.5555555555555556,3.1061298357863727
avoid,12,6,2.0,1.7796078007700256
might,18,7,2.5714285714285716,2.1886127100317236
draw,25,7,3.5714285714285716,2.1575882153083277
your,13,2,6.5,1.0682334471793369
moreover,15,6,2.5,1.7592182807292909
lists,24,2,12.0,2.4354270258066424
sometimes,14,7,2.0,2.2135290804982004
limitations,16,6,2.6666666666666665,1.7536346875965576
sam,15,6,2.5,1.7592182807292909
region,41,5,8.2,1.6615823930896227
association,43,5,8.6,1.7143597915090987
election,10,1,10.0,2.1318835993066867
likely,23,6,3.8333333333333335,1.7320671502775518
polls,9,1,9.0,1.8739755619519085
poll,12,2,6.0,0.9441418324274715
landslide,260,2,130.0,31.7966156186993
discussed,23,6,3.8333333333333335,1.7320671502775518
systematic,37,6,6.166666666666667,1.7820895427854857
prediction,15,5,3.0,1.316933120314868
why,11,7,1.5714285714285714,2.235520229697045
who,28,4,7.0,1.2832733355075163
proportion,38,8,4.75,2.5552645248761503
potential,8,6,1.3333333333333333,1.8150128756359525
depending,11,9,1.2222222222222223,3.125649420367648
believe,6,1,6.0,1.1154109190450063
name,13,7,1.8571428571428572,2.220549668372045
during,21,5,4.2,1.3261288048258812
options,20,4,5.0,1.0123846600469644
include,21,7,3.0,2.173323999807144
computer,28,4,7.0,1.2832733355075163
individual,27,9,3.0,3.0334248870356704
columns,22,3,7.333333333333333,1.2341348448293237
common,22,9,2.4444444444444446,3.0590559080741744
column,72,5,14.4,2.667432575179617
ess,51,2,25.5,5.794034671832223
software,42,6,7.0,1.8286635101974036
mentioned,12,7,1.7142857142857142,2.227881070755732
menu,12,2,6.0,0.9441418324274715
perform,17,7,2.4285714285714284,2.19436137613984
finally,17,5,3.4,1.3146260975769537
characteristic,50,8,6.25,2.5457935272783883
suggest,7,6,1.1666666666666667,1.825276782848588
values,139,15,9.266666666666667,5.324783121947501
situations,21,5,4.2,1.3261288048258812
surveys,35,6,5.833333333333333,1.76751432734551
nature,17,7,2.4285714285714284,2.19436137613984
although,14,6,2.3333333333333335,1.7654126876339178
course,10,6,1.6666666666666667,1.7961627204265262
variability,32,9,3.5555555555555554,3.0108002697333953
participate,9,1,9.0,1.8739755619519085
effort,17,4,4.25,0.9453141468208098
form,15,9,1.6666666666666667,3.099846442507252
separate,14,7,2.0,2.2135290804982004
income,17,7,2.4285714285714284,2.19436137613984
faculty,19,3,6.333333333333333,1.0205272868407913
500,42,8,5.25,2.5488265735732543
se,22,7,3.142857142857143,2.1688878575135835
representation,20,10,2.0,3.515825121831944
assuming,14,5,2.8,1.3200996638193465
90,37,7,5.285714285714286,2.1431616926573387
view,19,7,2.7142857142857144,2.183188662520717
k,426,14,30.428571428571427,5.804300902536542
my,15,2,7.5,1.3166003929015753
below,19,8,2.375,2.6295024999199064
extreme,7,6,1.1666666666666667,1.825276782848588
human,23,6,3.8333333333333335,1.7320671502775518
taking,28,12,2.3333333333333335,4.364027419516276
choosing,7,6,1.1666666666666667,1.825276782848588
relevant,8,6,1.3333333333333333,1.8150128756359525
skills,20,2,10.0,1.938039884264855
assessment,24,4,6.0,1.1342187583647536
evaluated,23,5,4.6,1.3398001733464862
variables,80,9,8.88888888888889,2.956285696699022
ds,13,2,6.5,1.0682334471793369
support,16,5,3.2,1.3151067363730369
reasons,13,8,1.625,2.6672787472915793
goal,7,6,1.1666666666666667,1.825276782848588
national,17,5,3.4,1.3146260975769537
investigated,24,4,6.0,1.1342187583647536
age,22,6,3.6666666666666665,1.7332456138429237
level,21,8,2.625,2.6183895465988156
basis,14,8,1.75,2.660527966493362
tab,12,2,6.0,0.9441418324274715
together,10,7,1.4285714285714286,2.2434640013974523
ha,25,4,6.25,1.1693046801842086
article,21,4,5.25,1.039731576275873
details,14,5,2.8,1.3200996638193465
effective,11,8,1.375,2.6813152274307064
importance,24,6,4.0,1.7315286670834846
big,13,7,1.8571428571428572,2.220549668372045
able,11,7,1.5714285714285714,2.235520229697045
achieve,15,8,1.875,2.6539573180616016
conclusion,13,8,1.625,2.6672787472915793
associated,15,7,2.142857142857143,2.206822273529007
maximum,16,9,1.7777777777777777,3.0936757597367044
relatively,17,6,2.8333333333333335,1.7486677593322508
persons,9,6,1.5,1.8053051819952584
networks,37,7,5.285714285714286,2.1431616926573387
produce,13,9,1.4444444444444444,3.1125252569729787
help,19,10,1.9,3.521435983121933
slightly,15,5,3.0,1.316933120314868
unbiased,51,9,5.666666666666667,2.953350264404855
55,13,6,2.1666666666666665,1.7722115033939791
49,12,6,2.0,1.7796078007700256
52,19,5,3.8,1.3177038226776527
situation,19,8,2.375,2.6295024999199064
formed,9,6,1.5,1.8053051819952584
trained,17,5,3.4,1.3146260975769537
public,14,4,3.5,0.9043754228817774
peer,13,2,6.5,1.0682334471793369
degree,17,8,2.125,2.6413617586142877
understanding,31,6,5.166666666666667,1.7456397954508032
keywords,6,6,1.0,1.8360875757937958
shalabh,26,1,26.0,6.318944313873694
iit,26,1,26.0,6.318944313873694
kanpur,26,1,26.0,6.318944313873694
page,28,3,9.333333333333334,1.6786889460744265
objective,21,6,3.5,1.7350627537461902
estimator,81,8,10.125,2.6559827627304364
homogeneous,35,10,3.5,3.441085113520021
precision,101,13,7.769230769230769,4.544754328769028
heterogeneity,10,6,1.6666666666666667,1.7961627204265262
divide,15,7,2.142857142857143,2.206822273529007
units,145,10,14.5,3.488722762871762
class,36,6,6.0,1.7745043504004983
ith,25,3,8.333333333333334,1.4543941556711901
inn,13,2,6.5,1.0682334471793369
nk,18,4,4.5,0.9649928718056053
non,15,8,1.875,2.6539573180616016
cluster,16,3,5.333333333333333,0.8187940790850259
estimators,22,7,3.142857142857143,2.1688878575135835
unit,63,11,5.7272727272727275,3.7800128499785712
ij,33,4,8.25,1.495380591522419
kk,21,1,21.0,5.005912501496326
expression,25,5,5.0,1.3585595521839893
ii,222,10,22.2,4.091574712304637
iy,8,1,8.0,1.6177985932376384
yn,23,4,5.75,1.1008208285952574
st,86,6,14.333333333333334,2.6861855089492934
sty,37,3,12.333333333333334,2.3642257225777707
var,99,5,19.8,3.6989165754387794
srswor,15,5,3.0,1.316933120314868
nnvar,8,1,8.0,1.6177985932376384
snn,14,2,7.0,1.192392676912969
variation,20,7,2.857142857142857,2.1780916587770363
tend,8,6,1.3333333333333333,1.8150128756359525
investigation,9,6,1.5,1.8053051819952584
administrative,15,7,2.142857142857143,2.206822273529007
villages,18,3,6.0,0.9515815033791849
gain,24,6,4.0,1.7315286670834846
efficiency,15,6,2.5,1.7592182807292909
choice,22,9,2.4444444444444446,3.0590559080741744
effectively,6,6,1.0,1.8360875757937958
ns,33,5,6.6,1.4798272920723003
etc,21,8,2.625,2.6183895465988156
minimum,20,10,2.0,3.515825121831944
pre,29,3,9.666666666666666,1.7540839077074695
substituting,21,7,3.0,2.173323999807144
1ii,14,2,7.0,1.192392676912969
cc,8,6,1.3333333333333333,1.8150128756359525
1111,18,3,6.0,0.9515815033791849
prop,15,2,7.5,1.3166003929015753
nn,69,7,9.857142857142858,2.3392306448588056
1i,19,4,4.75,0.9874103489474779
combining,7,6,1.1666666666666667,1.825276782848588
intervals,15,5,3.0,1.316933120314868
similarly,12,6,2.0,1.7796078007700256
ik,30,3,10.0,1.8297291198653984
advantage,22,3,7.333333333333333,1.2341348448293237
gives,29,9,3.2222222222222223,3.0240102920092786
iii,33,9,3.6666666666666665,3.0066422458782163
interpenetrating,7,1,7.0,1.3643281590068304
ˆ,31,4,7.75,1.4077952284335844
tot,12,1,12.0,2.650869234130247
post,20,3,6.666666666666667,1.0907470137475161
field,12,6,2.0,1.7796078007700256
ratio,84,9,9.333333333333334,2.965342402423789
nv,19,2,9.5,1.8137168446642986
objectives,12,6,2.0,1.7796078007700256
contd,21,1,21.0,5.005912501496326
sub,14,6,2.3333333333333335,1.7654126876339178
auxiliary,14,6,2.3333333333333335,1.7654126876339178
completely,8,6,1.3333333333333333,1.8150128756359525
designs,34,5,6.8,1.4996195003156039
resolution,18,3,6.0,0.9515815033791849
square,14,7,2.0,2.2135290804982004
area,192,7,27.428571428571427,4.7948498283486645
block,17,3,5.666666666666667,0.8842077194638219
020,6,1,6.0,1.1154109190450063
050,6,1,6.0,1.1154109190450063
µ,7,1,7.0,1.3643281590068304
ci,25,6,4.166666666666667,1.7316307613026696
f,54,9,6.0,2.9485242935034583
57,31,6,5.166666666666667,1.7456397954508032
70,45,7,6.428571428571429,2.1611225081377246
122,9,6,1.5,1.8053051819952584
gains,14,3,4.666666666666667,0.6960446875833781
46,25,6,4.166666666666667,1.7316307613026696
strati,43,4,10.75,1.969282748114754
vegetation,14,3,4.666666666666667,0.6960446875833781
nh,137,3,45.666666666666664,10.165401041943896
btstr,10,1,10.0,2.1318835993066867
cyustr,10,1,10.0,2.1318835993066867
bv,9,1,9.0,1.8739755619519085
pages,26,3,8.666666666666666,1.528797756427766
5a,15,2,7.5,1.3166003929015753
5b,16,3,5.333333333333333,0.8187940790850259
erent,19,5,3.8,1.3177038226776527
66,53,4,13.25,2.4774060592140565
65,11,6,1.8333333333333333,1.7875941634100148
upper,20,3,6.666666666666667,1.0907470137475161
79,22,6,3.6666666666666665,1.7332456138429237
generated,23,8,2.875,2.6080324387991625
code,151,6,25.166666666666668,4.560106025085268
44,46,6,7.666666666666667,1.8757611068793314
58,31,5,6.2,1.4431142168061473
degf,6,1,6.0,1.1154109190450063
alpha,12,1,12.0,2.650869234130247
df,16,1,16.0,3.695272871609357
surveymeans,7,1,7.0,1.3643281590068304
contains,24,5,4.8,1.348555782610503
index,38,4,9.5,1.7262457751725881
positive,32,8,4.0,2.571008333860546
xed,11,2,5.5,0.820148524449224
rounded,11,2,5.5,0.820148524449224
neural,60,6,10.0,2.099684193342199
splits,40,4,10.0,1.822267230194039
image,50,4,12.5,2.322683287695695
images,65,3,21.666666666666668,4.536033083631088
validation,24,6,4.0,1.7315286670834846
original,34,6,5.666666666666667,1.7611265604292758
network,41,6,6.833333333333333,1.8182242714060823
train,47,5,9.4,1.8269905173921086
reserved,25,2,12.5,2.5597906360015275
overﬁtting,23,5,4.6,1.3398001733464862
binary,30,5,6.0,1.4262672619459456
classiﬁcation,155,4,38.75,8.02862549107585
molecules,29,2,14.5,3.057287737879243
ratios,60,3,20.0,4.14646343091222
multiclass,32,2,16.0,3.4304423657714738
2021,75,4,18.75,3.6444697073551025
https,20,6,3.3333333333333335,1.7375165661556542
2020,132,5,26.4,5.021532560216986
february,6,1,6.0,1.1154109190450063
authors,28,6,4.666666666666667,1.735775832111276
open,21,6,3.5,1.7350627537461902
natural,45,5,9.0,1.7695693248023756
ﬁve,13,2,6.5,1.0682334471793369
settings,20,3,6.666666666666667,1.0907470137475161
calculated,32,5,6.4,1.4609798584177802
factorial,6,1,6.0,1.1154109190450063
anova,16,1,16.0,3.695272871609357
xgboost,17,2,8.5,1.5651151053210237
modeling,29,3,9.666666666666666,1.7540839077074695
signiﬁcant,25,4,6.25,1.1693046801842086
imbalanced,25,3,8.333333333333334,1.4543941556711901
qsar,9,1,9.0,1.8739755619519085
compounds,7,1,7.0,1.3643281590068304
metrics,19,4,4.75,0.9874103489474779
score,60,5,12.0,2.241812820404618
balanced,13,2,6.5,1.0682334471793369
kappa,13,2,6.5,1.0682334471793369
mcc,6,1,6.0,1.1154109190450063
f1,63,5,12.6,2.345263304420262
classiﬁer,23,2,11.5,2.311069059168841
development,25,4,6.25,1.1693046801842086
measure,18,4,4.5,0.9649928718056053
propose,15,4,3.75,0.9148555446725114
ensemble,15,3,5.0,0.7558496648998655
toxicity,7,1,7.0,1.3643281590068304
predictive,11,2,5.5,0.820148524449224
auc,6,1,6.0,1.1154109190450063
geometric,15,3,5.0,0.7558496648998655
naïve,13,1,13.0,2.9113818776869285
bayes,16,1,16.0,3.695272871609357
nb,17,1,17.0,3.9570952679550113
measures,17,5,3.4,1.3146260975769537
confusion,19,3,6.333333333333333,1.0205272868407913
matrix,20,5,4.0,1.3212527781584862
deep,36,6,6.0,1.7745043504004983
rf,24,2,12.0,2.4354270258066424
chen,29,5,5.8,1.4104754964035122
decision,17,5,3.4,1.3146260975769537
tree,14,3,4.666666666666667,0.6960446875833781
variant,16,3,5.333333333333333,0.8187940790850259
strategies,26,6,4.333333333333333,1.7323733196813733
additionally,18,2,9.0,1.6894074974933044
combination,16,4,4.0,0.9285483174506097
structure,28,4,7.0,1.2832733355075163
matrices,11,2,5.5,0.820148524449224
ml,19,3,6.333333333333333,1.0205272868407913
iv,16,4,4.0,0.9285483174506097
pp,31,4,7.75,1.4077952284335844
ﬁrst,24,4,6.0,1.1342187583647536
descriptors,8,1,8.0,1.6177985932376384
carried,25,5,5.0,1.3585595521839893
circles,8,1,8.0,1.6177985932376384
tnr,6,1,6.0,1.1154109190450063
npv,6,1,6.0,1.1154109190450063
enrichment,8,1,8.0,1.6177985932376384
bigger,9,1,9.0,1.8739755619519085
performances,11,2,5.5,0.820148524449224
srd,17,1,17.0,3.9570952679550113
classiﬁed,14,2,7.0,1.192392676912969
highly,15,5,3.0,1.316933120314868
reference,16,6,2.6666666666666665,1.7536346875965576
comparing,21,8,2.625,2.6183895465988156
benchmark,16,5,3.2,1.3151067363730369
forest,37,3,12.333333333333334,2.3642257225777707
feature,19,4,4.75,0.9874103489474779
codes,34,3,11.333333333333334,2.1342790425097657
numerical,16,3,5.333333333333333,0.8187940790850259
seed,21,2,10.5,2.0623741400952267
splitting,24,5,4.8,1.348555782610503
randomization,30,2,15.0,3.1816701771346287
main,23,7,3.2857142857142856,2.164785269958782
sci,14,2,7.0,1.192392676912969
crossref,123,2,61.5,14.751714039607112
2017,24,4,6.0,1.1342187583647536
res,14,5,2.8,1.3200996638193465
environ,11,2,5.5,0.820148524449224
pubmed,7,1,7.0,1.3643281590068304
2018,29,5,5.8,1.4104754964035122
graph,24,3,8.0,1.380429882044617
int,47,5,9.4,1.8269905173921086
liu,19,3,6.333333333333333,1.0205272868407913
science,27,6,4.5,1.7337555192974885
van,19,3,6.333333333333333,1.0205272868407913
2010,17,4,4.25,0.9453141468208098
nat,11,2,5.5,0.820148524449224
automatic,33,4,8.25,1.495380591522419
detection,137,4,34.25,7.035490115507794
sensing,15,2,7.5,1.3166003929015753
user,16,4,4.0,0.9285483174506097
supervised,21,2,10.5,2.0623741400952267
borkowski,8,1,8.0,1.6177985932376384
poland,17,1,17.0,3.9570952679550113
remote,74,2,37.0,8.655453646876015
rs,16,2,8.0,1.4408440559517086
satellite,15,1,15.0,3.433673162565237
lidar,29,1,29.0,7.107360232295761
testing,100,3,33.333333333333336,7.269925696910649
ground,15,1,15.0,3.433673162565237
landslides,102,1,102.0,26.318400273251775
pba,55,1,55.0,13.94702911582465
obia,92,1,92.0,23.6859557327459
ected,6,1,6.0,1.1154109190450063
zn,17,2,8.5,1.5651151053210237
ów,16,1,16.0,3.695272871609357
lake,23,1,23.0,5.530933502877365
quantity,17,2,8.5,1.5651151053210237
intersection,6,1,6.0,1.1154109190450063
ﬁltering,8,1,8.0,1.6177985932376384
elongated,7,1,7.0,1.3643281590068304
oa,37,1,37.0,9.210991962577648
mapping,55,1,55.0,13.94702911582465
terrain,19,1,19.0,4.481251962875712
ective,7,1,7.0,1.3643281590068304
introduced,11,6,1.8333333333333333,1.7875941634100148
sens,88,1,88.0,22.633000104826543
3054,32,1,32.0,7.896059910018351
inﬂuence,15,2,7.5,1.3166003929015753
tune,23,2,11.5,2.311069059168841
assessed,7,1,7.0,1.3643281590068304
growing,27,1,27.0,6.581711795782485
water,6,1,6.0,1.1154109190450063
dunajec,6,1,6.0,1.1154109190450063
river,14,1,14.0,3.1723512312917093
investigations,6,1,6.0,1.1154109190450063
land,28,2,14.0,2.9329081486905686
ro,13,1,13.0,2.9113818776869285
optical,14,1,14.0,3.1723512312917093
opportunities,6,1,6.0,1.1154109190450063
subsequently,6,1,6.0,1.1154109190450063
visible,6,1,6.0,1.1154109190450063
cover,21,5,4.2,1.3261288048258812
laser,11,1,11.0,2.390962590857764
dem,55,1,55.0,13.94702911582465
commonly,8,6,1.3333333333333333,1.8150128756359525
utilized,24,2,12.0,2.4354270258066424
extraction,15,2,7.5,1.3166003929015753
roughness,11,1,11.0,2.390962590857764
topographic,14,1,14.0,3.1723512312917093
airborne,10,1,10.0,2.1318835993066867
mountains,9,1,9.0,1.8739755619519085
mountain,6,1,6.0,1.1154109190450063
slope,17,1,17.0,3.9570952679550113
china,12,2,6.0,0.9441418324274715
pawluszek,8,1,8.0,1.6177985932376384
derivatives,7,1,7.0,1.3643281590068304
carpathians,7,1,7.0,1.3643281590068304
tarolli,8,1,8.0,1.6177985932376384
proposed,44,7,6.285714285714286,2.1576827967964802
geomorphological,9,1,9.0,1.8739755619519085
extracted,6,1,6.0,1.1154109190450063
spectral,8,1,8.0,1.6177985932376384
pixels,15,1,15.0,3.433673162565237
map,30,1,30.0,7.370233093979498
manual,12,1,12.0,2.650869234130247
object,11,1,11.0,2.390962590857764
tested,6,1,6.0,1.1154109190450063
forested,7,1,7.0,1.3643281590068304
polish,14,1,14.0,3.1723512312917093
nodes,34,2,17.0,3.679222653644543
72,16,3,5.333333333333333,0.8187940790850259
mapped,7,1,7.0,1.3643281590068304
morphology,13,1,13.0,2.9113818776869285
inventory,21,1,21.0,5.005912501496326
identiﬁcation,10,1,10.0,2.1318835993066867
siccm,6,1,6.0,1.1154109190450063
geological,18,1,18.0,4.21909889424038
km2,12,1,12.0,2.650869234130247
mm,14,2,7.0,1.192392676912969
smoothed,11,2,5.5,0.820148524449224
false,30,4,7.5,1.3652885677485538
acquired,13,1,13.0,2.9113818776869285
sopo,10,1,10.0,2.1318835993066867
appendix,19,3,6.333333333333333,1.0205272868407913
ndvi,15,1,15.0,3.433673162565237
clc,6,1,6.0,1.1154109190450063
covered,14,2,7.0,1.192392676912969
foothills,10,1,10.0,2.1318835993066867
wielickie,6,1,6.0,1.1154109190450063
92,17,3,5.666666666666667,0.8842077194638219
73,19,5,3.8,1.3177038226776527
explanation,7,1,7.0,1.3643281590068304
sandstones,11,1,11.0,2.390962590857764
shales,8,1,8.0,1.6177985932376384
sandstone,25,1,25.0,6.056221220911572
layers,35,6,5.833333333333333,1.76751432734551
shale,18,1,18.0,4.21909889424038
spotted,6,1,6.0,1.1154109190450063
susceptibility,13,1,13.0,2.9113818776869285
cloud,15,1,15.0,3.433673162565237
78,17,4,4.25,0.9453141468208098
2011,12,2,6.0,0.9441418324274715
raster,6,1,6.0,1.1154109190450063
format,27,3,9.0,1.6035795331900098
geology,7,1,7.0,1.3643281590068304
overview,11,2,5.5,0.820148524449224
layer,17,3,5.666666666666667,0.8842077194638219
classification,65,2,32.5,7.535754406317399
relevance,8,1,8.0,1.6177985932376384
surface,7,1,7.0,1.3643281590068304
ﬁnal,19,3,6.333333333333333,1.0205272868407913
reﬁnement,9,1,9.0,1.8739755619519085
hillshade,10,1,10.0,2.1318835993066867
segmented,7,1,7.0,1.3643281590068304
segmentation,21,1,21.0,5.005912501496326
tuning,11,2,5.5,0.820148524449224
99,26,4,6.5,1.2059312693896704
classifier,12,2,6.0,0.9441418324274715
ttr,16,1,16.0,3.695272871609357
ta,31,5,6.2,1.4431142168061473
pod,24,1,24.0,5.793548555685986
pofd,22,1,22.0,5.268384677972932
proportionally,6,1,6.0,1.1154109190450063
superimposed,9,1,9.0,1.8739755619519085
positives,8,1,8.0,1.6177985932376384
commune,8,1,8.0,1.6177985932376384
łososina,7,1,7.0,1.3643281590068304
papers,18,2,9.0,1.6894074974933044
earth,10,1,10.0,2.1318835993066867
sands,14,1,14.0,3.1723512312917093
clays,11,1,11.0,2.390962590857764
terraces,7,1,7.0,1.3643281590068304
riverbank,7,1,7.0,1.3643281590068304
storage,12,2,6.0,0.9441418324274715
tertiary,7,1,7.0,1.3643281590068304
marl,8,1,8.0,1.6177985932376384
nappe,6,1,6.0,1.1154109190450063
51,20,5,4.0,1.3212527781584862
geomorphology,11,1,11.0,2.390962590857764
casagli,7,1,7.0,1.3643281590068304
isprs,8,1,8.0,1.6177985932376384
photogramm,9,1,9.0,1.8739755619519085
pradhan,6,1,6.0,1.1154109190450063
architecture,16,3,5.333333333333333,0.8187940790850259
hazards,11,1,11.0,2.390962590857764
multivariate,26,2,13.0,2.6841591053144933
chan,17,2,8.5,1.5651151053210237
plos,11,2,5.5,0.820148524449224
ncss,51,1,51.0,12.89438742131821
llc,24,1,24.0,5.793548555685986
rights,24,1,24.0,5.793548555685986
row,32,2,16.0,3.4304423657714738
48,18,4,4.5,0.9649928718056053
84,11,2,5.5,0.820148524449224
98,29,4,7.25,1.3237499346048345
61,18,4,4.5,0.9649928718056053
88,15,4,3.75,0.9148555446725114
collapsed,19,2,9.5,1.8137168446642986
twice,6,1,6.0,1.1154109190450063
yes,7,1,7.0,1.3643281590068304
resale,6,1,6.0,1.1154109190450063
file,34,3,11.333333333333334,2.1342790425097657
setup,17,2,8.5,1.5651151053210237
click,14,1,14.0,3.1723512312917093
nev,94,2,47.0,11.143706622673262
vir,84,1,84.0,21.580059939851306
checked,13,1,13.0,2.9113818776869285
unchecked,7,1,7.0,1.3643281590068304
rand,18,3,6.0,0.9515815033791849
nl,49,2,24.5,5.545222940178922
lx,14,2,7.0,1.192392676912969
sydu,16,1,16.0,3.695272871609357
stat3014,16,1,16.0,3.695272871609357
semester,16,1,16.0,3.695272871609357
nlp,25,3,8.333333333333334,1.4543941556711901
nlx,16,1,16.0,3.695272871609357
ls2,9,1,9.0,1.8739755619519085
byst,11,1,11.0,2.390962590857764
196,6,1,6.0,1.1154109190450063
enrollment,6,1,6.0,1.1154109190450063
z2,6,1,6.0,1.1154109190450063
n0,7,1,7.0,1.3643281590068304
ijacsa,9,1,9.0,1.8739755619519085
advanced,13,1,13.0,2.9113818776869285
vol,18,3,6.0,0.9515815033791849
2024,9,1,9.0,1.8739755619519085
mobilenetv2,20,1,20.0,4.743529696951736
resnet50v2,17,1,17.0,3.9570952679550113
vgg19,24,1,24.0,5.793548555685986
specificity,23,1,23.0,5.530933502877365
classifiers,6,1,6.0,1.1154109190450063
transfer,36,2,18.0,3.928009501859959
covid,6,1,6.0,1.1154109190450063
vgg,7,1,7.0,1.3643281590068304
vgg16,7,1,7.0,1.3643281590068304
computational,35,4,8.75,1.5859196115412086
disease,11,1,11.0,2.390962590857764
strawberry,8,1,8.0,1.6177985932376384
leaf,14,2,7.0,1.192392676912969
fig,33,1,33.0,8.159008638164078
dataset1,6,1,6.0,1.1154109190450063
dataset2,7,1,7.0,1.3643281590068304
dataset3,9,1,9.0,1.8739755619519085
experimentation,9,1,9.0,1.8739755619519085
resul,6,1,6.0,1.1154109190450063
2022,11,1,11.0,2.390962590857764
khan,21,2,10.5,2.0623741400952267
2023,7,1,7.0,1.3643281590068304
1j2,6,1,6.0,1.1154109190450063
i2,22,1,22.0,5.268384677972932
1iii,15,1,15.0,3.433673162565237
swn1,10,1,10.0,2.1318835993066867
